,text,true,pred
71,"Oskri Organics Coconut Bar, Original, 1.86 Ounce Bars - (Pack of 18) These coconut bars are terrific. They satisfy the need for something sweet but are healthier than many snacks. I absolutely reccommend!",health personal care,grocery gourmet food
72,Maker's Mark Bourbon Flavored Gourmet Cherries They are exactly as titled. But the company was terrible about sending them! They were ordered/paid for a Christmas present in around October and still had not come before Christmas and when called they still took there time sending them and didn't even apologize. I think in all it took 3 months to get.,grocery gourmet food,toys games
73,"Earth Therapeutics Cracked Heel Repair Stick I got this on sale at Kohls for $6 during one of their sales. That's the cheapest that I have seen it. I have really cracked and dry heels so I thought I would try it. I love it! The cracks are seriously gone and I have used it almost daily for 2 months and I still have at least 1/3 left. I don't apply it to my whole foot, just the parts where needed. I put it on after getting out of the shower right before I put on my socks. You could put a ton on if you wanted, but a little goes a long way. I am going to stock up on this and give some to my sister too! It's great!",health personal care,beauty
74,"Gund Baby Spunky Plush Puppy Toy Small, Blue When my twin boy and girl were born they were given tons of plush toys. Over the course of a few month they had settled on this blue and pink dog as the only toy they can fall asleep with. The ears and tail are perfect biting and sucking size, and the material seems to be what sets this apart from other toys. If they lost their puppy at night they would cry until it was returned to them. Today, at one, they still require it to fall asleep. The barking device seems unnecessary. I have laundered these toys many many times and the barking device still works. I hope it doesn't leak chemicals from the battery. The fabric is permanently browned from saliva and chewing :) We used to have three puppies to rotate for laundry. We lost on the other day and need to order a few more. Best plush toy ever!",toys games,pet supplies
75,Tend Skin I bought this product last year and have been using in for a total of 6 months already. By far it helps with the bumps after shaving or waxing but does not help or stop ingrown hairs. >_&lt; Everyone's skin is different so try it and see if iy works for you. I will be moving on to a new product.,beauty,health personal care
76,"Peanut Ginger Chews 3oz candy by The Ginger People I found these about 6 years ago and have loved them ever since. They have the chewy of the original, with the spicy taste of ginger and the nuttiness of the peanut. Wonderful. I love the spiced apple as well, but over all these are my favorite.",health personal care,grocery gourmet food
77,"Tek Nek Cool P3 Player - Blue Easy to use, functional, sturdy, doesn't hold very many songs but changing the playlist is very easy. All in all I recommend this product.",toys games,baby products
78,Nair Nair for Men Body Hair Remover - 8 oz This stuff works. Just follow the directions and hair magically comes off. A close shave with ZERO razor burns!! Finally clear hairless skin. Dont get it on your nipples cuz it burns really bad. Its easy to accidently do that. And the smell is over rated. Its not that strong at all and its not bad at all. Who cares though this stuff works great,health personal care,beauty
79,"Omron PF9940 PeakAir Peak Flow Meter When I opened the box on this unit I know it was a really cheap item. We have gone through several peak flow meters and this is by far the worst.It was covered by insurance, but it won't work properly the tab doesn't move accurately. My fear is that someone who is just learning about asthma will get a hold of this horrible item and they won't be able to accurately tell what is happening with their peak flow. I'm throwing it away and paying for a high quality one.",health personal care,pet supplies
80,"Richell USA 94529 Paw Trax Training Tray, Tan/Taupe If you want to save $.21 cents per pad for pads that work just as well maby better than the 17x24 pads that are advertised here Use under pads for bed ridden patients. You can find these at Sams Club in the medical dept. They come in a box of 120 pads for $24.95 that measure 34x24 inches and 17x24 inches cut in half giving you 240 pads for $24.95 a savings of $.21 cents per pad.I've used these pads for 3 years now and they work great!! they have baking soda inside the pads to keep odor from being a problem and are much thicker and more absorbant I'm sure that you can find these pads where ever medical supplies are sold. But Sam's has the best price that I've found. I hope this helps.",pet supplies,health personal care
